class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,281324,2,3762,2346,0,0,4808,215720,967572,2037438,3416030,1725790,297726,26190,0,0,10093048,80772,0,0,3166680,6330452,14884214,13362180,9595596,4032312,2,0,0,0,17598,4170,0,0,0,0,0,0,86034,4767914,3837326,0,8004,5118,8170,16648,479842,4227768,2128916,1816808,0,0,4705858,1243830,778766,430078,298428,217722,191462,215096,85502,524532,27646704,5200,4896,3234,2,10093048,341440,1448608,8125930,611500,410680,521600,413300,377500,494900,431300,433620,562160,281324.17,27646704,27646704,27550424,39242,1766,92132,1024200,27168776,1209600,483824,0,214,0,15545869.44,5166424.32,6444276.48,374,932,629304,1071282,1876542,1275236,1231160,775526,803530,578972,377102,72620,254,364,27646704,0,2732,306,825600,2382658,505540,2839350,2125232,9818,38,0,3856,6116,12914046,3518170,0,5810,0,0,13142782,17832,3246,0,0,2910,5171790,0,0,0,0,298434,85778,17294,23960460,3594930,518438,92678,218540,35036,15504960,90628,0,0,4983910,886.02,828,3787316,926638,624606,269976,638838,1358354,819918,262804,2824,0,0,0
pos,43482,0,1534,1388,0,0,0,0,40024,493856,6831358,12916128,6733314,794698,4422,0,10301516,11296,44,0,728878,2036492,13602734,5508070,18848456,7723186,26,0,0,0,7306,348,0,0,0,0,0,0,0,291972,27339768,182060,49192,6756,7406,13782,31330,1890822,23399636,1680894,733982,0,24307974,2434536,504640,274042,107830,77106,60000,42816,4410,446,33186736,29510,34446,3802,4,10301516,461414,4125432,14710494,802880,790060,783560,749440,710040,524280,748940,745040,319560,43482.96,33186736,33186736,32428662,33960,6690,93132,465360,27853888,1209600,753376,0,940,0,6318933.12,18649909.44,2790524.16,82,8528,9608,125408,3091456,8224430,11605136,3766466,563668,313436,112250,1942,72,244,33186736,0,62352,8918,6363150,11463308,1798226,5380020,2630820,106804,202,0,2274,702,4572798,731960,0,358,0,0,7006946,146456,16028,1217240,20880422,0,0,0,0,0,0,481666,3130,420,0,0,161020,21988,12160,8128,0,0,0,0,3482750,17760.86,20336,22205204,3909586,497196,121166,202272,232636,645690,50,0,0,0,0
neg,43568,0,174,142,0,0,0,0,0,8672,32028,2112888,1330486,99068,138,0,1563410,0,0,0,6210,14770,3677734,3424956,983240,183420,0,0,0,0,220,124,0,0,0,0,0,0,0,8658,3574622,0,10340,5904,4890,6816,16990,3518658,8090,11592,0,0,1739568,1261052,260886,112354,69710,49034,37544,31404,10948,10780,4667762,3782,2820,14548,2,1563410,41616,722380,259960,231220,281380,295200,?,?,?,?,?,169300,43568.99,4667762,4667762,4632322,11427.0,984,99526,1032840,3585490,1209600,127272,0,204,0,2765709.12,0,815490.24,314,1524,0,4594,19798,405270,1930740,824828,178702,120176,71690,27482,36,42,4667762,0,6728,892,194270,643662,269680,1765642,695254,7106,46,0,270,316,2595394,1179448,0,9730,0,0,2809234,4188,1220,0,0,0,0,0,0,0,0,17708,4722,844,0,0,127798,20742,655580,75998,0,0,0,0,13870750,1837.24,1830,855158,830046,375820,116170,159342,307856,412180,522534,4174,0,0,0
pos,406084,0,12182,?,0,0,4372,140526,813320,1929702,3330912,4614594,1811208,655996,42946,468,14076696,73282,2206,?,3359090,4594492,26575558,25798936,8264578,3583220,38,0,0,0,17404,2360,0,0,0,0,0,0,648976,8448930,4246138,0,114628,78614,131644,170284,3154200,6827316,1915328,952030,0,0,6491264,1809280,1239070,873826,694672,529726,405010,324398,165838,810960,38198706,3666,14444,8838,0,14076696,415094,2099426,6138608,287600,387920,337120,430120,369340,482500,359220,252700,142780,406084.22,38198706,38198706,32170588,67267.0,33156,?,677900,31417354,1209600,861952,?,?,?,26486839.68,0,10309877.76,4100,7032,455934,810974,1125042,1687980,3472086,2358236,1819364,1173036,404770,36622,?,1110,38198706,0,5436,624,1129158,3250118,660294,5322082,2911476,64618,238,0,11958,30540,23144100,6789044,1200,102858,0,0,24532044,47490,2112,?,?,?,?,?,?,?,?,266328,80864,18182,29049706,6357446,632636,130338,5943880,718400,24327480,41270,0,0,?,2029.22,1688,4734878,2124536,1232302,545414,997594,1786530,1118296,767068,37398,28,0,0
neg,176,8,20,10,0,0,0,0,0,258,19980,28330,16642,5576,0,0,25994,0,0,0,4210,7772,60076,54026,48982,3258,4,0,0,0,96,16,0,0,0,0,0,0,0,570,70216,0,1774,68,82,164,942,58342,5858,3556,0,0,54256,13532,1096,518,476,548,158,156,44,2,113366,6,2,2,2,25994,726,36202,12484,?,?,?,?,?,?,?,?,48120,175.51,113366,113366,110756,155.0,0,10902,112540,70906,1209600,958,0,12,0,13500.48,19809.6,36428.16,2,62,0,12,11030,23308,29832,4950,1632,22,0,0,28,122,113366,0,1432,52,1544,15934,16474,11578,21858,1870,44,0,30,30,14440,5464,0,6,0,0,16226,138,204,0,0,0,20170,0,0,0,0,800,0,0,0,0,308,60,1360,148,0,0,0,0,0,531.1,174,57914,5492,928,320,868,5214,30,20,0,0,0,0
neg,100,?,?,?,0,0,0,0,0,0,128,4622,8004,0,0,0,4658,0,44,?,0,0,21454,18740,4202,586,0,0,0,0,0,0,0,0,0,0,0,0,6768,4656,1330,0,1388,64,316,116,174,10696,0,0,0,0,8926,2454,484,228,148,78,436,0,0,0,25686,0,8,0,6,4658,306,1634,2494,0,0,0,0,0,0,0,0,3940,99.96,25686,25686,?,42,796,?,25400,?,1209600,0,?,?,?,8428.8,0,2958.72,?,?,0,0,0,2866,9532,356,0,0,0,0,?,0,25686,?,1330,20,30,182,614,2562,6964,1050,2,0,?,?,?,?,?,?,?,?,?,76,40,?,?,?,?,?,?,?,?,230,132,24,0,0,372,76,30100,6414,0,0,0,0,?,?,?,4758,3918,908,400,1198,1376,196,0,0,0,0,0
neg,14,2,8,8,0,0,0,0,0,0,10,2398,2782,0,0,0,1470,0,0,0,0,0,4400,2104,6618,518,0,0,0,0,16,14,0,0,0,0,0,0,0,2846,2344,0,74,10,32,260,760,1058,2996,0,0,0,3926,350,102,54,50,24,30,358,106,190,11036,4,6,6,0,1470,138,4344,2230,?,?,?,?,?,?,?,?,6440,13.36,11036,11036,13866,22,0,988,10880,5240,1209600,288,2,2,0,2189.76,0,2293.44,0,26,0,0,0,1526,2656,504,504,0,0,0,0,6,11036,0,978,12,22,96,208,564,2848,442,20,0,4,24,1846,118,0,2,0,0,2646,54,62,0,0,0,74,0,0,0,0,154,0,0,0,0,88,22,11080,1138,0,4,0,0,0,83.46,50,3092,1700,244,92,42,14,6,0,0,0,0,0
neg,9354,?,2130706464,866,0,0,454,34244,209122,58730,28268,307034,1926072,830124,2082,0,1577654,0,0,0,0,0,3028206,2539436,700532,428182,0,0,0,0,754,204,0,0,0,0,0,0,3396130,0,0,0,4706,680,1478,8094,1959534,1421322,316,0,0,0,2022502,655140,152740,175910,220306,122118,36896,10502,16,0,3729320,56,48,164,0,1577654,45300,247760,450182,241920,227440,211880,?,?,?,?,?,13740,9354.79,3729320,3729320,3764456,12172,556,6908,93860,3396130,1209600,193516,0,194,0,1935654.72,123471.36,1333998.72,6,952,0,0,0,34302,505720,1899428,917334,35374,3794,178,0,96,3729320,?,5148,908,429884,851774,175768,1107460,760752,63730,704,2,1222,456,28802,54,0,99328,0,0,1838632,12092,204,0,0,130,123676,0,0,0,0,24324,12,6,0,0,13218,1586,44487400,4456268,2010802,2888,0,0,0,1850.24,1836,1549810,1826504,14882,3536,836,488,68,6,0,0,0,0
neg,116,?,28,?,2,2,0,0,0,7356,11846,16616,1782,0,0,0,9822,0,0,0,3512,7330,35858,34090,16202,2036,0,0,0,0,152,60,0,0,0,0,0,0,0,1202,36398,0,1200,96,72,90,388,35754,0,0,0,0,28026,7882,584,294,108,76,112,202,292,24,55606,2,18,42,0,9822,378,8506,7496,?,?,?,?,?,?,?,?,15880,116.78,55606,55606,98774,91.0,420,5350,55280,37600,1209600,0,?,?,?,13888.32,4433.28,18138.24,0,30,0,7064,9904,17712,1944,914,36,26,0,0,?,10,55606,?,1152,24,752,662,9324,24642,1044,0,0,0,?,?,?,?,?,?,?,?,?,126,54,0,0,4860,4850,0,0,0,0,372,0,0,5100,2540,690,130,52920,5596,4,28,0,0,0,102.94,120,24870,6540,2724,1200,2086,120,26,32,2,0,0,0
neg,580614,?,?,?,0,0,0,0,0,19206,1634150,17133010,18176044,2291198,29416,0,21047538,7660,0,?,12364,31284,31551316,25053458,8295872,5976312,0,0,0,0,0,0,0,0,0,0,0,1345184,26014982,11909178,13680,0,86628,22864,42578,8780788,27269410,3080744,10,2,0,0,6681020,11161750,2945322,3155152,3361016,3855382,4272868,3424268,408130,18116,39861586,86,256,3412,578,21047538,809580,3494736,4773816,304800,370300,314940,332580,313700,318300,284780,290120,275060,580613.58,39861586,39861586,39468174,286390,10048332,?,1102000,39283024,1209600,0,?,?,?,35520376.32,0,3686916.48,?,?,0,0,136306,5330288,18799834,12968020,1867160,146864,31462,3090,?,0,39861586,?,72620,5680,2548600,2309028,17300400,16504134,541682,880,0,0,?,?,?,?,?,?,?,?,?,22746,562,?,?,?,?,?,?,?,?,550124,619066,168872,2852895668,33117272,2133268,250142,52670160,39487052,0,51016,0,0,?,?,?,3853804,8784832,6324408,3380646,7494230,4430648,2390076,1147484,1465062,11834,0,0
pos,199350,0,468,58,0,0,0,0,0,100714,1590532,1711948,649544,95398,7226,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3700,508,0,0,0,0,0,0,0,437824,3717538,0,12694,5870,6668,10820,94506,680994,3339262,4548,0,0,1395894,1381280,368640,278254,196262,145382,112084,130346,88076,59144,0,2010,382,4520,46,0,0,0,0,?,?,?,?,?,?,?,?,0,199349.31,0,0,4269064,28571.0,1960,0,0,4157218,1209600,326812,0,90,0,10461493.44,113552.64,3109500.48,172,1154,0,9426,793934,1267904,1402370,551590,120050,8836,1190,62,3066,10438,0,0,4234,530,422472,296280,395488,2964102,72144,112,0,0,62,288,3186700,983782,0,442,0,0,3260800,12324,2930,10,107010,0,6798,0,0,0,0,0,44922,9992,23166422,3749362,245926,80464,114180,19712,13706486,9022,0,0,65111070,1610.64,1662,993706,544308,282224,95380,237386,479518,899682,615538,7440,180,0,0
neg,41072,?,198,176,0,0,0,0,0,0,1894,176572,2073396,679520,76872,7174,1426996,0,66,0,0,0,2763614,2499680,474916,215020,0,0,0,0,272,64,0,0,0,0,0,13862,865516,1845376,290674,0,2700,804,1508,57928,1920500,1027626,4362,0,0,0,1369902,572444,220876,167654,147474,146566,178774,211682,56,0,3239082,72,344,160,2,1426996,41228,279850,194390,170500,173120,?,?,?,?,?,?,125920,41071.22,3239082,3239082,3237028,17875.0,1830,78284,813820,3015428,1209600,91424,0,148,0,2442547.2,0,569710.08,0,0,0,0,0,2524,576302,1912638,482468,36746,4564,186,612,626,3239082,?,5282,626,92808,418470,185308,1695680,607092,10110,52,0,282,176,2262202,71174,32,11232,0,0,2458214,2324,216,0,0,0,0,0,0,0,0,19534,24014,4362,0,0,87762,15328,688840,86202,0,0,0,0,1482300,997.9,1228,589720,611066,412070,184848,361194,303534,194680,118274,207478,32564,0,0
neg,67030,0,168,148,0,0,0,0,0,0,37172,2073736,3251954,466864,1442,0,2686738,0,0,0,864,1842,5493050,5227254,434180,243166,0,0,0,0,220,134,0,0,0,0,0,0,0,2053780,3777388,0,3856,392,524,584,52844,5195880,574696,2392,0,0,3284866,1400266,528586,246918,141910,87208,57816,42624,24256,16718,5928074,3314,5034,10902,0,2686738,54860,181814,251570,77340,77300,80280,130740,?,?,?,?,65820,67030.54,5928074,5928074,5918622,19697.0,26,107180,1086880,5832046,1209600,143986,260,68,0,3837597.12,1259321.28,724661.76,10,304,0,0,4604,185428,1687512,2472450,1339808,124550,14864,1952,18,26,5928074,0,4398,328,891298,151040,398268,4123976,256796,5020,44,0,148,440,3799944,1201152,0,952,0,0,3879566,10152,254,0,0,12740,1268136,0,0,0,0,19670,12944,2230,6380804,949850,209234,26180,6880,806,5914846,11032,0,0,66030570,841.6,792,2020834,736346,666302,285276,477860,653076,742198,247844,1432,0,0,0
neg,42002,?,2130706432,260,0,0,0,0,0,0,18524,436306,1399798,768646,139694,21946,1249024,0,0,0,410,822,2691098,2363344,900190,271654,0,0,0,0,572,132,0,0,0,0,0,71822,1101254,1278324,333514,0,3568,1926,4994,6600,188432,2579150,244,0,0,0,840898,795922,351828,231028,147308,103898,134634,177972,1426,0,3592190,112,1150,992,4,1249024,37392,671744,225236,319860,379300,?,?,?,?,?,?,195280,42001.99,3592190,3592190,3567162,17511.0,1212,113786,1166740,2784914,1209600,84650,6,42,0,2291040,0,489901.44,0,552,0,0,1816,145006,719094,1306432,541086,65032,6138,310,20,24,3592190,?,5718,602,63004,163478,269244,1732598,535244,14902,124,0,528,376,2300288,93334,0,19512,0,18,2306058,1892,372,0,0,0,0,0,0,0,0,23118,27846,12858,0,0,54352,12704,8280660,834002,0,0,0,0,2906040,1479.84,1432,510048,405286,322680,163146,344568,384022,279328,160592,204016,11228,0,0
neg,124254,?,2876,2708,0,0,0,0,0,0,11958,1204490,4779286,1277498,59636,3656,3314756,10920,0,0,0,0,6557468,5689620,1049820,730764,0,0,0,0,6464,904,0,0,0,0,0,76550,3613718,3262518,383738,0,4886,2064,3088,128040,4542562,2654528,1356,0,0,0,1814762,1892482,850256,650316,536422,459244,558248,574310,484,0,7608596,136,616,106,22,3314756,80934,488580,553532,156180,194220,194680,152220,130280,166740,?,?,40080,124254.16,7608596,7608596,7510528,52432,512,23664,333400,7336524,1209600,194650,2,130,0,6788385.6,0,542297.28,0,0,0,0,0,258148,2335238,3701332,969932,55286,14856,1732,516,524,7608596,?,9856,1494,133436,270458,246832,5245552,1402412,26442,42,0,4552,2266,6549162,60360,0,22018,0,40,6826806,4542,212,0,0,0,0,0,0,0,0,50492,149778,47186,0,0,179886,29274,21113440,2128190,0,0,0,0,20666190,2551.08,3082,584020,1185140,952294,473126,1044298,1253998,807890,470064,565692,2,0,0
pos,892422,2,1342,1100,0,0,0,2716,656148,6846624,21333132,22695462,8334248,1986652,327964,17764,26875368,235886,94,0,2294762,3437188,46652870,41451492,15255118,6687458,6,0,0,0,6186,1228,0,0,0,0,0,0,23792,13840832,48285686,50400,52244,34994,48384,71232,185406,49097488,5554344,7109344,47274,0,23012672,7833952,5720658,5127916,3904614,2748506,2239066,2139132,1144070,8330124,64205334,3642,22626,99908,1378,26875368,731486,3958206,11270660,265460,346980,347980,356440,296880,334560,373960,401500,34220,892421.26,64205334,64205334,63813102,419321.0,21616,86480,50780,62212374,1209600,1260042,548,1032,0,43941357.12,1535.04,18235850.88,1216,5454,176938,1229048,6005028,8426506,13212502,12192052,10233412,7058654,2809886,856684,6860,6932,64205334,0,36586,4658,5471602,10833706,3557272,39006848,3216320,73358,348,12,1618,3184,43559262,23029052,0,27436,0,0,44009312,40460,612,0,0,610,1946,0,0,0,0,449008,260914,82750,93766826,14978470,911038,187328,116960,43454,58337656,43900,0,0,733953930,12161.64,10284,18397906,4428482,3500996,1980134,5102372,7882256,14095922,6605678,206190,774,0,0
neg,31966,?,1314,1250,0,0,0,0,0,0,1378,32968,1334898,689676,71584,11440,936692,0,0,0,0,0,1704672,1283772,535078,378340,0,0,380,0,3110,594,0,0,0,0,0,81338,746860,1313744,2,0,2214,2434,3694,214528,1700186,218888,0,0,0,0,777792,418160,162560,126748,102234,91390,114802,348258,0,0,2240186,270,386,548,14,936692,32000,190612,341944,291600,?,?,?,?,?,?,?,238860,31966.04,2240186,2240186,2214028,16395.0,862,99178,1025900,2141944,1209600,67378,2,48,0,1735152.96,0,402955.2,0,0,0,0,0,6198,296312,1178968,609378,44584,5976,528,308,314,2240186,?,3462,442,47272,247166,135990,1339218,361498,6846,50,0,1944,1766,1729712,57988,0,2404,0,16,1748592,1608,232,0,0,0,0,0,0,0,0,20658,25246,3618,0,0,73352,12988,58520,12412,0,0,0,0,745010,772.62,976,418340,400990,231250,95782,192942,194880,129740,102692,307002,68326,0,0
neg,55706,?,132,90,0,0,0,0,0,0,1540,325958,2342476,827274,12668,276,1608836,0,0,0,0,0,3220236,2886526,424726,279338,0,0,0,0,260,104,0,0,0,0,0,108038,1844856,1229992,327306,0,1710,686,946,6930,1841296,1655882,2742,0,0,0,1311000,699554,351810,287294,280106,257532,202202,120610,84,0,3645604,302,68,1688,2,1608836,36288,259272,164390,136180,110580,170980,?,?,?,?,?,840,55706.77,3645604,3645604,3659394,23525.0,341942,118658,10180,3510192,1209600,87046,0,98,0,3279704.64,0,228066.24,0,0,0,0,0,38640,1050652,1939422,453284,23350,4638,206,2,8,3645604,?,4542,606,14668,137776,70156,1915058,1337668,29198,520,0,250,300,1494300,259970,48,86330,0,0,3292624,1720,144,0,0,0,0,0,0,0,0,19842,42580,8560,0,0,106016,14906,4809260,1634046,18448,3386,0,0,2790410,887.24,1328,245096,626382,577462,334334,809576,572460,222806,77068,44966,42,0,0
neg,51644,?,566,500,0,0,0,0,0,0,1306,325996,2059304,960662,62850,2102,1457842,0,0,0,0,0,3022394,2655196,496470,317754,0,0,0,0,506,438,0,0,0,0,0,52978,1126666,2051080,181496,0,1754,576,980,101198,2340478,967188,46,0,0,0,1136764,771234,276292,216110,182750,156712,229018,443332,8,0,3519304,174,214,396,14,1457842,32016,202944,291758,195380,183040,?,?,?,?,?,?,112780,51644.46,3519304,3519304,3486704,24905.0,1048,105986,1094500,3412220,1209600,109942,2,52,0,2893378.56,0,516301.44,0,0,0,0,0,54630,999380,1774900,549718,29082,4296,214,80,84,3519304,?,4558,564,66000,276426,168510,1791220,1085494,19276,172,0,804,926,2917792,9470,0,2260,0,60,2925130,2258,254,0,0,0,0,0,0,0,0,18844,60026,25104,0,0,95098,16554,6506540,655628,0,0,0,0,13013800,1122.3,1210,537502,546128,459492,228526,461556,372282,319238,222116,262950,2430,0,0
pos,1086734,?,?,?,0,0,0,0,0,0,30852,6514980,60480536,11500936,150142,48,30292908,150728,122,?,0,0,56559980,42526318,24635450,12821428,0,0,0,0,0,0,0,0,0,0,0,9836,195734,24314768,54160294,0,145308,138502,146152,139038,23191556,54215478,704588,8,2,0,28645872,13510036,6015268,4470444,4165454,6946892,11099530,3726698,99988,538,81200538,808,1778,2608,3250,30292908,1425526,11792288,12784598,390680,404820,403480,358260,373200,380560,352620,329860,11840,1086733.01,81200538,81200538,80212834,573445.0,3052318,?,42860,78681216,1209600,0,?,?,?,67056136.32,0,11561998.08,0,0,0,0,0,776778,33511648,38907668,5050048,385386,48232,960,?,0,81200538,?,50478,11412,2839770,6988174,28318670,39379702,1089922,2592,0,0,?,?,?,?,?,?,?,?,?,30426,2228,?,?,?,?,?,?,?,?,862028,1167566,285656,0,0,2583386,426868,46558460,16652020,0,0,0,0,?,22764.6,24858,11866174,17692108,10418606,5879290,12787218,11547080,5935580,1598690,932418,22944,0,0
neg,43746,?,856,784,0,0,0,0,0,0,332,128186,1694828,805162,49766,5106,1166130,0,0,0,0,0,2471658,2230964,299206,197550,0,0,6374,0,1746,328,0,0,0,0,0,171300,1514546,674654,322880,0,1634,988,1266,222286,2087788,369404,14,0,0,0,918796,760956,278306,173802,118808,84574,127722,220416,0,0,2771320,426,24,8154,6,1166130,25578,147200,151220,117220,127680,?,?,?,?,?,?,49620,43745.22,2771320,2771320,2775010,16771.0,3234,32526,346440,2683380,1209600,70070,2,54,0,2428579.2,0,252975.36,0,0,0,0,0,3324,744088,1522176,394312,16126,3126,228,42,48,2771320,?,3410,470,33144,145226,96318,1946950,443146,14526,190,0,1146,872,2398340,912632,0,72,0,42,2452438,1906,126,0,0,0,0,0,0,0,0,14200,11834,3212,0,0,61136,11628,212060,24126,2278734,3242,0,0,29904200,1020.48,1076,276582,431944,277198,164540,379448,487790,501202,146778,17880,18,0,0
pos,176346,0,6982,5922,0,0,0,0,65836,1630616,6046848,8558602,3968884,1505456,226574,9498,9383512,62856,0,0,333186,588808,16831678,13634210,6167358,3167918,2,0,0,0,12492,662,0,0,0,0,0,0,0,11303786,10708528,0,76870,57096,115770,252764,893158,18717854,1037794,861006,2,0,11880844,3578322,1332820,949220,754338,620842,535542,453510,230214,1676662,23334738,4392,3532,11184,444,9383512,333218,1549580,4605254,330380,252020,315720,314280,348540,479600,409580,359020,71820,176346.98,23334738,23334738,23120580,93881.0,5442,10950,324340,22020288,1209600,805308,2520,410,0,12745801.92,4301268.48,4953680.64,2834,7114,4476,173284,1546138,3046078,6818106,5035720,2172564,1337050,1191700,687198,266,302,23334738,0,23138,2884,5299354,3383890,1627112,8260900,3315736,98514,786,0,11016,1042,12114810,2107980,40,112848,0,0,13123484,46552,800,4334400,5418598,0,0,0,0,0,0,218208,71196,14194,0,0,747882,123950,546180,94506,0,0,0,0,28429950,7061.74,7040,9531556,4754898,2428526,720862,1189150,1710512,1018248,626354,32208,0,0,0
pos,959094,2,288,266,0,0,0,0,0,0,180878,3527598,1437266,358734,34896,246,34316356,970,0,?,3659866,5410470,60895560,54661178,35672986,8984876,0,0,0,0,104,2,0,0,0,0,0,0,0,737488,4802130,0,4422,4162,6766,30928,59916,5432664,760,0,0,0,2742524,1094932,458854,302584,202882,144236,122362,113206,63432,294606,100221284,6396,7680,3164,16,34316356,1216320,24814532,10835196,460040,448780,439420,429600,457420,436340,431660,467380,433060,959094.61,100221284,100221284,100086130,25709.0,938,?,1022980,78726988,1209600,157164,0,24,0,57966045.12,14783636.16,5992511.04,72,922,0,0,1204,335736,2785566,1476710,511120,344432,82570,2280,20,20,100221284,0,3732,412,1311444,496824,254166,2968300,502452,2288,0,0,660,4,3655756,1520958,0,56038,0,0,3904738,4614,1956,0,0,490,1254026,0,0,0,0,713658,25352,4386,0,0,192112,24912,232740,38322,0,0,0,0,62117860,939.3,892,1705240,922008,790862,256590,566132,1192120,86112,16760,3794,0,0,0
neg,1924,?,0,?,0,0,0,0,0,0,4504,61494,46706,0,0,0,51032,0,0,0,0,0,105728,94602,19218,5466,0,0,0,0,0,0,0,0,0,0,0,6502,79858,2464,23880,0,1410,90,116,146,650,110224,68,0,0,0,50656,41420,11776,6484,1618,214,310,226,0,0,125024,84,432,80,6,51032,904,8352,10790,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,18700,1924.65,125024,125024,?,394,1978,12086,124480,?,1209600,0,?,?,?,101062.08,0,10301.76,?,?,0,0,0,50796,55532,5652,580,128,16,0,?,0,125024,?,1346,28,1596,3284,4494,87240,13098,1602,16,0,?,?,?,?,?,?,?,?,?,120,62,0,0,0,0,0,0,0,0,658,796,266,0,0,2814,458,491220,50338,0,0,0,0,924690,?,?,12608,9408,5630,5546,25768,53706,38,0,0,0,0,0
pos,896410,?,?,464,0,0,0,0,0,1062,58674,1823578,5273320,2683088,104930,6366,35259548,10314,0,?,16560,32516,52298044,44330930,9272536,6742362,0,0,25982,0,20142,2424,0,0,0,0,0,354854,1797082,6492188,1306890,0,23574,8186,9926,16496,1215938,8676894,0,0,0,0,1313928,2297656,795418,890228,918026,899828,1190320,1445756,198332,1522,61596716,304,704,1264,358,35259548,922254,3430188,5773538,240440,216440,215920,180320,160740,173860,154720,174620,184760,896409.34,61596716,61596716,10005498,81325.0,19898,?,983740,9951030,1209600,1819184,1950,954,0,54684053.76,0,5204915.52,0,0,0,0,5022,345220,2296024,5005900,2144628,127954,23448,2818,3108,12518,61596716,?,9732,2788,270534,1280386,5863782,2172184,351268,340,0,0,450,3678,7153184,0,0,41728,0,0,8294560,37704,920,?,?,?,?,?,?,?,?,604088,531914,150006,13253600,135064,1852836,317422,1763960,26549348,34440594,51632,0,0,?,6276.44,4578,876968,2181864,1854974,818192,1365076,949514,802750,516852,581096,3730,0,0
pos,392526,?,?,?,?,?,0,0,0,140,3052794,21106746,46084160,8260770,113934,0,29447700,3592518,972,?,24362,84412,42609000,23405842,38012598,18811550,?,0,21868,0,?,?,0,818,4944,5776,8862,29543498,34902954,13923920,227772,0,47244,17144,24274,41496,345586,78117352,22928,1974,226,320,55981496,8258310,3392938,2606504,2532514,2589482,2874008,384896,0,0,80658332,?,?,?,?,29447700,1453754,8291038,29680166,909300,900780,859040,844060,741340,712800,680160,698880,474140,392526.84,80658332,80658332,80726894,275590,?,?,650720,78620148,1209600,?,?,?,?,47054801.28,1404696.96,30113370.24,?,?,0,0,84336,4949614,15934552,37968376,16937598,2300438,418040,27194,?,?,80658332,?,64680,16520,8036838,21140716,7484964,27914078,13750458,211894,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1124398,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32616180,32435710,5384816,2076164,2854136,2445814,583594,210220,11738,172,?,?
pos,460990,0,3322,212,0,0,0,1094,63812,911674,4005628,3961120,1129718,170674,5732,58,13581256,1802980,0,0,3316428,8650054,11402636,6322046,17172476,7369820,40,0,0,0,11340,2560,0,0,0,0,0,0,204610,6068622,3976278,0,4152,1472,1922,2668,64406,9250410,494474,430006,0,0,3507352,1617052,1284432,914234,589396,420188,311014,261596,147566,1196680,31892918,4508,8268,10238,30,13581256,416788,2411816,14755274,724460,677480,750280,787840,749340,685960,666360,656500,311860,460989.77,31892918,31892918,31610676,65906,345508,14860,421640,31349590,1209600,687656,0,20,0,23904058.56,0,7441516.8,4,194,15424,55668,560190,1301068,2754086,2525904,1619200,700244,390676,327050,38,3048,31892918,0,5962,868,1679374,334180,536696,7189072,498532,4772,54,0,312,886,2006450,696360,0,0,0,0,2143430,28756,4158,0,0,0,0,0,0,0,0,483614,239010,46990,34750532,8482562,732490,134458,12015700,2135310,10076556,53000,0,0,76249830,1750.42,1804,2201442,1107896,864476,336864,820060,1116896,2489538,1271120,41198,20,0,0
